g, c, u0
 8.36,1.88, 3.993600
 8.36,1.89, 4.128819
 8.36,1.90, 4.264006
 8.36,1.91, 4.399172
 8.36,1.92, 4.534328
 8.36,1.93, 4.669481
 8.36,1.94, 4.804633
 8.36,1.95, 4.939788
 8.36,1.96, 5.074946
 8.36,1.97, 5.210107
 8.36,1.98, 5.345269
 8.36,1.99, 5.480434
 8.36,2.00, 5.615598
 8.38,1.00, 7.475726
 8.38,1.01, 7.222831
 8.38,1.02, 6.969929
 8.38,1.03, 6.717012
 8.38,1.04, 6.464052
 8.38,1.05, 6.211011
 8.38,1.06, 5.957823
 8.38,1.07, 5.704414
 8.38,1.08, 5.450698
 8.38,1.09, 5.196608
 8.38,1.10, 4.942164
 8.38,1.11, 4.687486
 8.38,1.12, 4.433013
 8.38,1.13, 4.179293
 8.38,1.14, 3.926978
 8.38,1.15, 3.677025
 8.38,1.16, 3.431506
 8.38,1.17, 3.192803
 8.38,1.18, 2.963216
 8.38,1.19, 2.744732
 8.38,1.20, 2.541216
 8.38,1.21, 2.357083
 8.38,1.22, 2.195696
 8.38,1.23, 2.058459
 8.38,1.24, 1.944231
 8.38,1.25, 1.850421
 8.38,1.26, 1.772850
 8.38,1.27, 1.706922
 8.38,1.28, 1.649185
 8.38,1.29, 1.597594
 8.38,1.30, 1.552468
 8.38,1.31, 1.514128
 8.38,1.32, 1.482226
 8.38,1.33, 1.456922
 8.38,1.34, 1.438602
 8.38,1.35, 1.426504
 8.38,1.36, 1.418603
 8.38,1.37, 1.412988
 8.38,1.38, 1.408938
 8.38,1.39, 1.406463
 8.38,1.40, 1.405653
 8.38,1.41, 1.405955
 8.38,1.42, 1.407147
 8.38,1.43, 1.409306
 8.38,1.44, 1.412341
 8.38,1.45, 1.415663
 8.38,1.46, 1.418667
 8.38,1.47, 1.422742
 8.38,1.48, 1.429156
 8.38,1.49, 1.436584
 8.38,1.50, 1.443439
 8.38,1.51, 1.449691
 8.38,1.52, 1.455593
 8.38,1.53, 1.460982
 8.38,1.54, 1.465754
 8.38,1.55, 1.470465
 8.38,1.56, 1.475804
 8.38,1.57, 1.482143
 8.38,1.58, 1.489637
 8.38,1.59, 1.500183
 8.38,1.60, 1.514814
 8.38,1.61, 1.532833
 8.38,1.62, 1.555655
 8.38,1.63, 1.582389
 8.38,1.64, 1.612021
 8.38,1.65, 1.642893
 8.38,1.66, 1.674346
 8.38,1.67, 1.706596
 8.38,1.68, 1.741985
 8.38,1.69, 1.783379
 8.38,1.70, 1.835159
 8.38,1.71, 1.899696
 8.38,1.72, 1.976683
 8.38,1.73, 2.065247
 8.38,1.74, 2.164438
 8.38,1.75, 2.273310
 8.38,1.76, 2.391010
 8.38,1.77, 2.516366
 8.38,1.78, 2.646833
 8.38,1.79, 2.779858
 8.38,1.80, 2.914217
 8.38,1.81, 3.049154
 8.38,1.82, 3.184450
 8.38,1.83, 3.320015
 8.38,1.84, 3.455735
 8.38,1.85, 3.591504
 8.38,1.86, 3.727269
 8.38,1.87, 3.862999
 8.38,1.88, 3.998687
 8.38,1.89, 4.134336
 8.38,1.90, 4.269955
 8.38,1.91, 4.405553
 8.38,1.92, 4.541139
 8.38,1.93, 4.676719
 8.38,1.94, 4.812297
 8.38,1.95, 4.947877
 8.38,1.96, 5.083458
 8.38,1.97, 5.219041
 8.38,1.98, 5.354625
 8.38,1.99, 5.490212
 8.38,2.00, 5.625798
 8.40,1.00, 7.500852
 8.40,1.01, 7.248925
 8.40,1.02, 6.997002
 8.40,1.03, 6.745086
 8.40,1.04, 6.493152
 8.40,1.05, 6.241163
 8.40,1.06, 5.989030
 8.40,1.07, 5.736645
 8.40,1.08, 5.483848
 8.40,1.09, 5.230481
 8.40,1.10, 4.976425
 8.40,1.11, 4.721657
 8.40,1.12, 4.466491
 8.40,1.13, 4.211389
 8.40,1.14, 3.957069
 8.40,1.15, 3.704645
 8.40,1.16, 3.456562
 8.40,1.17, 3.215556
 8.40,1.18, 2.983983
 8.40,1.19, 2.763762
 8.40,1.20, 2.558761
 8.40,1.21, 2.373412
 8.40,1.22, 2.210995
 8.40,1.23, 2.072948
 8.40,1.24, 1.958099
 8.40,1.25, 1.863773
 8.40,1.26, 1.785676
 8.40,1.27, 1.719138
 8.40,1.28, 1.660631
 8.40,1.29, 1.608017
 8.40,1.30, 1.561687
 8.40,1.31, 1.522255
 8.40,1.32, 1.489565
 8.40,1.33, 1.463652
 8.40,1.34, 1.444688
 8.40,1.35, 1.431736
 8.40,1.36, 1.422763
 8.40,1.37, 1.416005
 8.40,1.38, 1.410809
 8.40,1.39, 1.407256
 8.40,1.40, 1.405639
 8.40,1.41, 1.405285
 8.40,1.42, 1.405804
 8.40,1.43, 1.407402
 8.40,1.44, 1.410264
 8.40,1.45, 1.413732
 8.40,1.46, 1.417013
 8.40,1.47, 1.421384
 8.40,1.48, 1.428047
 8.40,1.49, 1.435713
 8.40,1.50, 1.442837
 8.40,1.51, 1.449356
 8.40,1.52, 1.455475
 8.40,1.53, 1.460990
 8.40,1.54, 1.465760
 8.40,1.55, 1.470319
 8.40,1.56, 1.475399
 8.40,1.57, 1.481621
 8.40,1.58, 1.489212
 8.40,1.59, 1.500035
 8.40,1.60, 1.515177
 8.40,1.61, 1.533823
 8.40,1.62, 1.557230
 8.40,1.63, 1.584396
 8.40,1.64, 1.614415
 8.40,1.65, 1.645736
 8.40,1.66, 1.677550
 8.40,1.67, 1.710080
 8.40,1.68, 1.745806
 8.40,1.69, 1.787557
 8.40,1.70, 1.839507
 8.40,1.71, 1.904177
 8.40,1.72, 1.981285
 8.40,1.73, 2.069929
 8.40,1.74, 2.169148
 8.40,1.75, 2.277989
 8.40,1.76, 2.395575
 8.40,1.77, 2.520742
 8.40,1.78, 2.651091
 8.40,1.79, 2.784199
 8.40,1.80, 2.918776
 8.40,1.81, 3.053971
 8.40,1.82, 3.189548
 8.40,1.83, 3.325416
 8.40,1.84, 3.461465
 8.40,1.85, 3.597591
 8.40,1.86, 3.733738
 8.40,1.87, 3.869867
 8.40,1.88, 4.005966
 8.40,1.89, 4.142033
 8.40,1.90, 4.278072
 8.40,1.91, 4.414092
 8.40,1.92, 4.550098
 8.40,1.93, 4.686097
 8.40,1.94, 4.822094
 8.40,1.95, 4.958090
 8.40,1.96, 5.094087
 8.40,1.97, 5.230086
 8.40,1.98, 5.366086
 8.40,1.99, 5.502088
 8.40,2.00, 5.638090
 8.42,1.00, 7.527837
 8.42,1.01, 7.276482
 8.42,1.02, 7.025141
 8.42,1.03, 6.773824
 8.42,1.04, 6.522512
 8.42,1.05, 6.271165
 8.42,1.06, 6.019683
 8.42,1.07, 5.767932
 8.42,1.08, 5.515698
 8.42,1.09, 5.262751
 8.42,1.10, 5.008866
 8.42,1.11, 4.753903
 8.42,1.12, 4.498064
 8.42,1.13, 4.241728
 8.42,1.14, 3.985647
 8.42,1.15, 3.731052
 8.42,1.16, 3.480724
 8.42,1.17, 3.237732
 8.42,1.18, 3.004518
 8.42,1.19, 2.782972
 8.42,1.20, 2.576880
 8.42,1.21, 2.390587
 8.42,1.22, 2.227246
 8.42,1.23, 2.088355
 8.42,1.24, 1.972768
 8.42,1.25, 1.877770
 8.42,1.26, 1.799002
 8.42,1.27, 1.731753
 8.42,1.28, 1.672430
 8.42,1.29, 1.618765
 8.42,1.30, 1.571185
 8.42,1.31, 1.530591
 8.42,1.32, 1.497040
 8.42,1.33, 1.470441
 8.42,1.34, 1.450760
 8.42,1.35, 1.436896
 8.42,1.36, 1.426824
 8.42,1.37, 1.418927
 8.42,1.38, 1.412600
 8.42,1.39, 1.407998
 8.42,1.40, 1.405603
 8.42,1.41, 1.404612
 8.42,1.42, 1.404474
 8.42,1.43, 1.405505
 8.42,1.44, 1.408136
 8.42,1.45, 1.411687
 8.42,1.46, 1.415269
 8.42,1.47, 1.419989
 8.42,1.48, 1.426908
 8.42,1.49, 1.434817
 8.42,1.50, 1.442271
 8.42,1.51, 1.449140
 8.42,1.52, 1.455535
 8.42,1.53, 1.461200
 8.42,1.54, 1.465964
 8.42,1.55, 1.470358
 8.42,1.56, 1.475170
 8.42,1.57, 1.481237
 8.42,1.58, 1.488837
 8.42,1.59, 1.499799
 8.42,1.60, 1.515333
 8.42,1.61, 1.534580
 8.42,1.62, 1.558609
 8.42,1.63, 1.586314
 8.42,1.64, 1.616860
 8.42,1.65, 1.648742
 8.42,1.66, 1.680972
 8.42,1.67, 1.713820
 8.42,1.68, 1.749932
 8.42,1.69, 1.792116
 8.42,1.70, 1.844241
 8.42,1.71, 1.908938
 8.42,1.72, 1.986048
 8.42,1.73, 2.074754
 8.42,1.74, 2.174141
 8.42,1.75, 2.283258
 8.42,1.76, 2.401099
 8.42,1.77, 2.526392
 8.42,1.78, 2.656857
 8.42,1.79, 2.790207
 8.42,1.80, 2.925111
 8.42,1.81, 3.060649
 8.42,1.82, 3.196570
 8.42,1.83, 3.332790
 8.42,1.84, 3.469204
 8.42,1.85, 3.605713
 8.42,1.86, 3.742259
 8.42,1.87, 3.878801
 8.42,1.88, 4.015323
 8.42,1.89, 4.151818
 8.42,1.90, 4.288290
 8.42,1.91, 4.424742
 8.42,1.92, 4.561182
 8.42,1.93, 4.697613
 8.42,1.94, 4.834042
 8.42,1.95, 4.970469
 8.42,1.96, 5.106896
 8.42,1.97, 5.243325
 8.42,1.98, 5.379754
 8.42,1.99, 5.516185
 8.42,2.00, 5.652616
 8.44,1.00, 7.556598
 8.44,1.01, 7.305314
 8.44,1.02, 7.054049
 8.44,1.03, 6.802820
 8.44,1.04, 6.551611
 8.44,1.05, 6.300385
 8.44,1.06, 6.049037
 8.44,1.07, 5.797423
 8.44,1.08, 5.545302
 8.44,1.09, 5.292405
 8.44,1.10, 5.038442
 8.44,1.11, 4.783199
 8.44,1.12, 4.526784
 8.44,1.13, 4.269497
 8.44,1.14, 4.012078
 8.44,1.15, 3.755812
 8.44,1.16, 3.503745
 8.44,1.17, 3.259223
 8.44,1.18, 3.024802
 8.44,1.19, 2.802395
 8.44,1.20, 2.595632
 8.44,1.21, 2.408690
 8.44,1.22, 2.244548
 8.44,1.23, 2.104782
 8.44,1.24, 1.988334
 8.44,1.25, 1.892499
 8.44,1.26, 1.812903
 8.44,1.27, 1.744827
 8.44,1.28, 1.684621
 8.44,1.29, 1.629865
 8.44,1.30, 1.580981
 8.44,1.31, 1.539136
 8.44,1.32, 1.504607
 8.44,1.33, 1.477207
 8.44,1.34, 1.456717
 8.44,1.35, 1.441883
 8.44,1.36, 1.430703
 8.44,1.37, 1.421680
 8.44,1.38, 1.414259
 8.44,1.39, 1.408664
 8.44,1.40, 1.405543
 8.44,1.41, 1.403950
 8.44,1.42, 1.403189
 8.44,1.43, 1.403668
 8.44,1.44, 1.406018
 8.44,1.45, 1.409568
 8.44,1.46, 1.413427
 8.44,1.47, 1.418491
 8.44,1.48, 1.425637
 8.44,1.49, 1.433782
 8.44,1.50, 1.441617
 8.44,1.51, 1.448908
 8.44,1.52, 1.455620
 8.44,1.53, 1.461450
 8.44,1.54, 1.466214
 8.44,1.55, 1.470464
 8.44,1.56, 1.475053
 8.44,1.57, 1.480975
 8.44,1.58, 1.488528
 8.44,1.59, 1.499510
 8.44,1.60, 1.515306
 8.44,1.61, 1.535092
 8.44,1.62, 1.559751
 8.44,1.63, 1.588077
 8.44,1.64, 1.619281
 8.44,1.65, 1.651828
 8.44,1.66, 1.684519
 8.44,1.67, 1.717705
 8.44,1.68, 1.754220
 8.44,1.69, 1.796846
 8.44,1.70, 1.849086
 8.44,1.71, 1.913659
 8.44,1.72, 1.990633
 8.44,1.73, 2.079389
 8.44,1.74, 2.179108
 8.44,1.75, 2.288847
 8.44,1.76, 2.407354
 8.44,1.77, 2.533126
 8.44,1.78, 2.663975
 8.44,1.79, 2.797746
 8.44,1.80, 2.933100
 8.44,1.81, 3.069077
 8.44,1.82, 3.205423
 8.44,1.83, 3.342056
 8.44,1.84, 3.478882
 8.44,1.85, 3.615808
 8.44,1.86, 3.752781
 8.44,1.87, 3.889757
 8.44,1.88, 4.026721
 8.44,1.89, 4.163664
 8.44,1.90, 4.300585
 8.44,1.91, 4.437490
 8.44,1.92, 4.574382
 8.44,1.93, 4.711267
 8.44,1.94, 4.848148
 8.44,1.95, 4.985027
 8.44,1.96, 5.121906
 8.44,1.97, 5.258786
 8.44,1.98, 5.395666
 8.44,1.99, 5.532548
 8.44,2.00, 5.669430
 8.46,1.00, 7.587056
 8.46,1.01, 7.335400
 8.46,1.02, 7.083768
 8.46,1.03, 6.832177
 8.46,1.04, 6.580615
 8.46,1.05, 6.329049
 8.46,1.06, 6.077377
 8.46,1.07, 5.825455
 8.46,1.08, 5.573040
 8.46,1.09, 5.319851
 8.46,1.10, 5.065573
 8.46,1.11, 4.809953
 8.46,1.12, 4.553034
 8.46,1.13, 4.295047
 8.46,1.14, 4.036685
 8.46,1.15, 3.779238
 8.46,1.16, 3.525928
 8.46,1.17, 3.280304
 8.46,1.18, 3.045059
 8.46,1.19, 2.822182
 8.46,1.20, 2.615099
 8.46,1.21, 2.427745
 8.46,1.22, 2.262895
 8.46,1.23, 2.122208
 8.46,1.24, 2.004758
 8.46,1.25, 1.907899
 8.46,1.26, 1.827297
 8.46,1.27, 1.758252
 8.46,1.28, 1.697073
 8.46,1.29, 1.641178
 8.46,1.30, 1.590942
 8.46,1.31, 1.547763
 8.46,1.32, 1.512132
 8.46,1.33, 1.483810
 8.46,1.34, 1.462424
 8.46,1.35, 1.446584
 8.46,1.36, 1.434307
 8.46,1.37, 1.424194
 8.46,1.38, 1.415734
 8.46,1.39, 1.409235
 8.46,1.40, 1.405459
 8.46,1.41, 1.403310
 8.46,1.42, 1.401983
 8.46,1.43, 1.401948
 8.46,1.44, 1.403969
 8.46,1.45, 1.407423
 8.46,1.46, 1.411480
 8.46,1.47, 1.416828
 8.46,1.48, 1.424146
 8.46,1.49, 1.432502
 8.46,1.50, 1.440751
 8.46,1.51, 1.448504
 8.46,1.52, 1.455538
 8.46,1.53, 1.461523
 8.46,1.54, 1.466294
 8.46,1.55, 1.470453
 8.46,1.56, 1.474918
 8.46,1.57, 1.480762
 8.46,1.58, 1.488272
 8.46,1.59, 1.499213
 8.46,1.60, 1.515170
 8.46,1.61, 1.535413
 8.46,1.62, 1.560653
 8.46,1.63, 1.589620
 8.46,1.64, 1.621556
 8.46,1.65, 1.654829
 8.46,1.66, 1.688010
 8.46,1.67, 1.721547
 8.46,1.68, 1.758462
 8.46,1.69, 1.801492
 8.46,1.70, 1.853755
 8.46,1.71, 1.918053
 8.46,1.72, 1.994775
 8.46,1.73, 2.083602
 8.46,1.74, 2.183845
 8.46,1.75, 2.294560
 8.46,1.76, 2.414154
 8.46,1.77, 2.540793
 8.46,1.78, 2.672340
 8.46,1.79, 2.806759
 8.46,1.80, 2.942727
 8.46,1.81, 3.079274
 8.46,1.82, 3.216147
 8.46,1.83, 3.353269
 8.46,1.84, 3.490557
 8.46,1.85, 3.627935
 8.46,1.86, 3.765355
 8.46,1.87, 3.902781
 8.46,1.88, 4.040198
 8.46,1.89, 4.177598
 8.46,1.90, 4.314981
 8.46,1.91, 4.452350
 8.46,1.92, 4.589708
 8.46,1.93, 4.727060
 8.46,1.94, 4.864408
 8.46,1.95, 5.001754
 8.46,1.96, 5.139100
 8.46,1.97, 5.276447
 8.46,1.98, 5.413795
 8.46,1.99, 5.551143
 8.46,2.00, 5.688491
 8.48,1.00, 7.619132
 8.48,1.01, 7.366725
 8.48,1.02, 7.114341
 8.48,1.03, 6.861998
 8.48,1.04, 6.609688
 8.48,1.05, 6.357380
 8.48,1.06, 6.104982
 8.48,1.07, 5.852357
 8.48,1.08, 5.599277
 8.48,1.09, 5.345474
 8.48,1.10, 5.090640
 8.48,1.11, 4.834519
 8.48,1.12, 4.577120
 8.48,1.13, 4.318628
 8.48,1.14, 4.059675
 8.48,1.15, 3.801515
 8.48,1.16, 3.547448
 8.48,1.17, 3.301137
 8.48,1.18, 3.065426
 8.48,1.19, 2.842424
 8.48,1.20, 2.635311
 8.48,1.21, 2.447744
 8.48,1.22, 2.282267
 8.48,1.23, 2.140607
 8.48,1.24, 2.022002
 8.48,1.25, 1.923908
 8.48,1.26, 1.842087
 8.48,1.27, 1.771887
 8.48,1.28, 1.709593
 8.48,1.29, 1.652485
 8.48,1.30, 1.600857
 8.48,1.31, 1.556279
 8.48,1.32, 1.519441
 8.48,1.33, 1.490100
 8.48,1.34, 1.467753
 8.48,1.35, 1.450897
 8.48,1.36, 1.437556
 8.48,1.37, 1.426403
 8.48,1.38, 1.416979
 8.48,1.39, 1.409686
 8.48,1.40, 1.405344
 8.48,1.41, 1.402709
 8.48,1.42, 1.400890
 8.48,1.43, 1.400393
 8.48,1.44, 1.402047
 8.48,1.45, 1.405303
 8.48,1.46, 1.409449
 8.48,1.47, 1.414983
 8.48,1.48, 1.422398
 8.48,1.49, 1.430924
 8.48,1.50, 1.439580
 8.48,1.51, 1.447788
 8.48,1.52, 1.455101
 8.48,1.53, 1.461197
 8.48,1.54, 1.465980
 8.48,1.55, 1.470125
 8.48,1.56, 1.474608
 8.48,1.57, 1.480491
 8.48,1.58, 1.488028
 8.48,1.59, 1.498946
 8.48,1.60, 1.515020
 8.48,1.61, 1.535631
 8.48,1.62, 1.561354
 8.48,1.63, 1.590903
 8.48,1.64, 1.623551
 8.48,1.65, 1.657535
 8.48,1.66, 1.691196
 8.48,1.67, 1.725079
 8.48,1.68, 1.762374
 8.48,1.69, 1.805741
 8.48,1.70, 1.857930
 8.48,1.71, 1.921839
 8.48,1.72, 1.998250
 8.48,1.73, 2.087222
 8.48,1.74, 2.188198
 8.48,1.75, 2.300213
 8.48,1.76, 2.421272
 8.48,1.77, 2.549147
 8.48,1.78, 2.681710
 8.48,1.79, 2.817018
 8.48,1.80, 2.953781
 8.48,1.81, 3.091044
 8.48,1.82, 3.228559
 8.48,1.83, 3.366252
 8.48,1.84, 3.504060
 8.48,1.85, 3.641926
 8.48,1.86, 3.779818
 8.48,1.87, 3.917711
 8.48,1.88, 4.055594
 8.48,1.89, 4.193465
 8.48,1.90, 4.331322
 8.48,1.91, 4.469170
 8.48,1.92, 4.607010
 8.48,1.93, 4.744845
 8.48,1.94, 4.882678
 8.48,1.95, 5.020510
 8.48,1.96, 5.158341
 8.48,1.97, 5.296173
 8.48,1.98, 5.434006
 8.48,1.99, 5.571839
 8.48,2.00, 5.709672
 8.50,1.00, 7.652754
 8.50,1.01, 7.399228
 8.50,1.02, 7.145723
 8.50,1.03, 6.892255
 8.50,1.04, 6.638814
 8.50,1.05, 6.385376
 8.50,1.06, 6.131857
 8.50,1.07, 5.878138
 8.50,1.08, 5.624018
 8.50,1.09, 5.369264
 8.50,1.10, 5.113607
 8.50,1.11, 4.856827
 8.50,1.12, 4.598937
 8.50,1.13, 4.340104
 8.50,1.14, 4.080901
 8.50,1.15, 3.822516
 8.50,1.16, 3.568215
 8.50,1.17, 3.321666
 8.50,1.18, 3.085867
 8.50,1.19, 2.863067
 8.50,1.20, 2.656181
 8.50,1.21, 2.468570
 8.50,1.22, 2.302535
 8.50,1.23, 2.159850
 8.50,1.24, 2.039937
 8.50,1.25, 1.940394
 8.50,1.26, 1.857129
 8.50,1.27, 1.785559
 8.50,1.28, 1.721972
 8.50,1.29, 1.663556
 8.50,1.30, 1.610510
 8.50,1.31, 1.564505
 8.50,1.32, 1.526395
 8.50,1.33, 1.495975
 8.50,1.34, 1.472633
 8.50,1.35, 1.454767
 8.50,1.36, 1.440400
 8.50,1.37, 1.428255
 8.50,1.38, 1.417950
 8.50,1.39, 1.409990
 8.50,1.40, 1.405189
 8.50,1.41, 1.402158
 8.50,1.42, 1.399945
 8.50,1.43, 1.399054
 8.50,1.44, 1.400320
 8.50,1.45, 1.403288
 8.50,1.46, 1.407401
 8.50,1.47, 1.413001
 8.50,1.48, 1.420421
 8.50,1.49, 1.429056
 8.50,1.50, 1.438074
 8.50,1.51, 1.446684
 8.50,1.52, 1.454202
 8.50,1.53, 1.460356
 8.50,1.54, 1.465163
 8.50,1.55, 1.469380
 8.50,1.56, 1.474022
 8.50,1.57, 1.480065
 8.50,1.58, 1.487733
 8.50,1.59, 1.498708
 8.50,1.60, 1.514908
 8.50,1.61, 1.535816
 8.50,1.62, 1.561907
 8.50,1.63, 1.591921
 8.50,1.64, 1.625170
 8.50,1.65, 1.659770
 8.50,1.66, 1.693863
 8.50,1.67, 1.728075
 8.50,1.68, 1.765725
 8.50,1.69, 1.809352
 8.50,1.70, 1.861401
 8.50,1.71, 1.924877
 8.50,1.72, 2.001000
 8.50,1.73, 2.090245
 8.50,1.74, 2.192156
 8.50,1.75, 2.305700
 8.50,1.76, 2.428482
 8.50,1.77, 2.557878
 8.50,1.78, 2.691723
 8.50,1.79, 2.828131
 8.50,1.80, 2.965852
 8.50,1.81, 3.103968
 8.50,1.82, 3.242235
 8.50,1.83, 3.380584
 8.50,1.84, 3.518975
 8.50,1.85, 3.657376
 8.50,1.86, 3.795776
 8.50,1.87, 3.934165
 8.50,1.88, 4.072543
 8.50,1.89, 4.210911
 8.50,1.90, 4.349270
 8.50,1.91, 4.487624
 8.50,1.92, 4.625975
 8.50,1.93, 4.764324
 8.50,1.94, 4.902672
 8.50,1.95, 5.041021
 8.50,1.96, 5.179369
 8.50,1.97, 5.317718
 8.50,1.98, 5.456067
 8.50,1.99, 5.594417
 8.50,2.00, 5.732767
 8.52,1.00, 7.687853
 8.52,1.01, 7.432878
 8.52,1.02, 7.177918
 8.52,1.03, 6.922984
 8.52,1.04, 6.668068
 8.52,1.05, 6.413145
 8.52,1.06, 6.158146
 8.52,1.07, 5.902973
 8.52,1.08, 5.647465
 8.52,1.09, 5.391440
 8.52,1.10, 5.134700
 8.52,1.11, 4.877095
 8.52,1.12, 4.618682
 8.52,1.13, 4.359649
 8.52,1.14, 4.100509
 8.52,1.15, 3.842361
 8.52,1.16, 3.588324
 8.52,1.17, 3.341960
 8.52,1.18, 3.106404
 8.52,1.19, 2.884048
 8.52,1.20, 2.677538
 8.52,1.21, 2.489959
 8.52,1.22, 2.323384
 8.52,1.23, 2.179609
 8.52,1.24, 2.058253
 8.52,1.25, 1.957083
 8.52,1.26, 1.872188
 8.52,1.27, 1.799064
 8.52,1.28, 1.734023
 8.52,1.29, 1.674219
 8.52,1.30, 1.619758
 8.52,1.31, 1.572343
 8.52,1.32, 1.532946
 8.52,1.33, 1.501420
 8.52,1.34, 1.477068
 8.52,1.35, 1.458204
 8.52,1.36, 1.442839
 8.52,1.37, 1.429740
 8.52,1.38, 1.418630
 8.52,1.39, 1.410128
 8.52,1.40, 1.404983
 8.52,1.41, 1.401668
 8.52,1.42, 1.399180
 8.52,1.43, 1.397984
 8.52,1.44, 1.398872
 8.52,1.45, 1.401497
 8.52,1.46, 1.405465
 8.52,1.47, 1.411003
 8.52,1.48, 1.418318
 8.52,1.49, 1.426970
 8.52,1.50, 1.436273
 8.52,1.51, 1.445215
 8.52,1.52, 1.452876
 8.52,1.53, 1.459063
 8.52,1.54, 1.463929
 8.52,1.55, 1.468303
 8.52,1.56, 1.473203
 8.52,1.57, 1.479478
 8.52,1.58, 1.487358
 8.52,1.59, 1.498481
 8.52,1.60, 1.514843
 8.52,1.61, 1.535997
 8.52,1.62, 1.562337
 8.52,1.63, 1.592670
 8.52,1.64, 1.626352
 8.52,1.65, 1.661417
 8.52,1.66, 1.695873
 8.52,1.67, 1.730402
 8.52,1.68, 1.768384
 8.52,1.69, 1.812221
 8.52,1.70, 1.864133
 8.52,1.71, 1.927234
 8.52,1.72, 2.003179
 8.52,1.73, 2.092850
 8.52,1.74, 2.195832
 8.52,1.75, 2.310986
 8.52,1.76, 2.435568
 8.52,1.77, 2.566616
 8.52,1.78, 2.701891
 8.52,1.79, 2.839507
 8.52,1.80, 2.978271
 8.52,1.81, 3.117319
 8.52,1.82, 3.256415
 8.52,1.83, 3.395494
 8.52,1.84, 3.534539
 8.52,1.85, 3.673544
 8.52,1.86, 3.812517
 8.52,1.87, 3.951466
 8.52,1.88, 4.090400
 8.52,1.89, 4.229326
 8.52,1.90, 4.368248
 8.52,1.91, 4.507170
 8.52,1.92, 4.646092
 8.52,1.93, 4.785016
 8.52,1.94, 4.923941
 8.52,1.95, 5.062867
 8.52,1.96, 5.201793
 8.52,1.97, 5.340721
 8.52,1.98, 5.479648
 8.52,1.99, 5.618576
 8.52,2.00, 5.757504
 8.54,1.00, 7.724363
 8.54,1.01, 7.467703
 8.54,1.02, 7.211050
 8.54,1.03, 6.954410
 8.54,1.04, 6.697771
 8.54,1.05, 6.441111
 8.54,1.06, 6.184374
 8.54,1.07, 5.927487
 8.54,1.08, 5.670338
 8.54,1.09, 5.412809
 8.54,1.10, 5.154796
 8.54,1.11, 4.896242
 8.54,1.12, 4.637280
 8.54,1.13, 4.378144
 8.54,1.14, 4.119295
 8.54,1.15, 3.861721
 8.54,1.16, 3.608301
 8.54,1.17, 3.362402
 8.54,1.18, 3.127270
 8.54,1.19, 2.905439
 8.54,1.20, 2.699297
 8.54,1.21, 2.511699
 8.54,1.22, 2.344524
 8.54,1.23, 2.199567
 8.54,1.24, 2.076649
 8.54,1.25, 1.973720
 8.54,1.26, 1.887060
 8.54,1.27, 1.812248
 8.54,1.28, 1.745630
 8.54,1.29, 1.684391
 8.54,1.30, 1.628555
 8.54,1.31, 1.579788
 8.54,1.32, 1.539126
 8.54,1.33, 1.506495
 8.54,1.34, 1.481131
 8.54,1.35, 1.461279
 8.54,1.36, 1.444933
 8.54,1.37, 1.430905
 8.54,1.38, 1.419061
 8.54,1.39, 1.410124
 8.54,1.40, 1.404732
 8.54,1.41, 1.401243
 8.54,1.42, 1.398602
 8.54,1.43, 1.397200
 8.54,1.44, 1.397754
 8.54,1.45, 1.400020
 8.54,1.46, 1.403767
 8.54,1.47, 1.409131
 8.54,1.48, 1.416230
 8.54,1.49, 1.424795
 8.54,1.50, 1.434288
 8.54,1.51, 1.443488
 8.54,1.52, 1.451257
 8.54,1.53, 1.457481
 8.54,1.54, 1.462450
 8.54,1.55, 1.467039
 8.54,1.56, 1.472242
 8.54,1.57, 1.478761
 8.54,1.58, 1.486892
 8.54,1.59, 1.498242
 8.54,1.60, 1.514809
 8.54,1.61, 1.536172
 8.54,1.62, 1.562653
 8.54,1.63, 1.593160
 8.54,1.64, 1.627084
 8.54,1.65, 1.662438
 8.54,1.66, 1.697184
 8.54,1.67, 1.732028
 8.54,1.68, 1.770330
 8.54,1.69, 1.814359
 8.54,1.70, 1.866203
 8.54,1.71, 1.929066
 8.54,1.72, 2.004995
 8.54,1.73, 2.095233
 8.54,1.74, 2.199350
 8.54,1.75, 2.316067
 8.54,1.76, 2.442382
 8.54,1.77, 2.575083
 8.54,1.78, 2.711822
 8.54,1.79, 2.850667
 8.54,1.80, 2.990488
 8.54,1.81, 3.130492
 8.54,1.82, 3.270460
 8.54,1.83, 3.410329
 8.54,1.84, 3.550100
 8.54,1.85, 3.689789
 8.54,1.86, 3.829419
 8.54,1.87, 3.969014
 8.54,1.88, 4.108589
 8.54,1.89, 4.248159
 8.54,1.90, 4.387728
 8.54,1.91, 4.527301
 8.54,1.92, 4.666877
 8.54,1.93, 4.806458
 8.54,1.94, 4.946042
 8.54,1.95, 5.085628
 8.54,1.96, 5.225214
 8.54,1.97, 5.364802
 8.54,1.98, 5.504390
 8.54,1.99, 5.643977
 8.54,2.00, 5.783565
 8.56,1.00, 7.762224
 8.56,1.01, 7.503766
 8.56,1.02, 7.245309
 8.56,1.03, 6.986848
 8.56,1.04, 6.728370
 8.56,1.05, 6.469854
 8.56,1.06, 6.211258
 8.56,1.07, 5.952534
 8.56,1.08, 5.693626
 8.56,1.09, 5.434485
